scene,instance_id,fragment_id,class,traj_event_count,traj_start_ts,orig_event_count,nr_event_count,sampled_event_count
hn-was-5,49,5,wasp,12735,42919998,2975,2975,2048
hn-was-5,49,6,wasp,12735,42919998,1147,1147,2048
hn-was-5,4,0,wasp,9775,3423296,3347,3347,2048
hn-was-5,4,1,wasp,9775,3423296,2513,2513,2048
hn-was-5,4,2,wasp,9775,3423296,1492,1492,2048
hn-was-5,50,0,wasp,15241,49771520,2147,2147,2048
hn-was-5,50,1,wasp,15241,49771520,3784,3784,2048
hn-was-5,50,2,wasp,15241,49771520,1977,1977,2048
hn-was-5,50,3,wasp,15241,49771520,1953,1953,2048
hn-was-5,50,6,wasp,15241,49771520,2508,2508,2048
hn-was-5,50,7,wasp,15241,49771520,1280,1280,2048
hn-was-5,51,0,wasp,20614,49867963,1802,1802,2048
hn-was-5,51,1,wasp,20614,49867963,5072,5072,2048
hn-was-5,51,2,wasp,20614,49867963,2915,2915,2048
hn-was-5,51,4,wasp,20614,49867963,3463,3463,2048
hn-was-5,51,5,wasp,20614,49867963,1948,1948,2048
hn-was-5,51,6,wasp,20614,49867963,1752,1752,2048
hn-was-5,51,7,wasp,20614,49867963,1646,1646,2048
hn-was-5,52,1,wasp,42920,50366843,6290,6290,2048
hn-was-5,52,2,wasp,42920,50366843,32088,32088,2048
hn-was-5,53,0,wasp,43935,50333574,1053,1053,2048
hn-was-5,53,1,wasp,43935,50333574,6799,6799,2048
hn-was-5,53,2,wasp,43935,50333574,31973,31973,2048
hn-was-5,54,0,wasp,22460,51241633,6318,6318,2048
hn-was-5,54,1,wasp,22460,51241633,12592,12592,2048
hn-was-5,54,2,wasp,22460,51241633,3098,3098,2048
hn-was-5,55,0,wasp,4632,50766706,2760,2760,2048
hn-was-5,55,1,wasp,4632,50766706,1381,1381,2048
hn-was-5,56,0,wasp,5580,51335043,1341,1341,2048
hn-was-5,56,2,wasp,5580,51335043,1827,1827,2048
hn-was-5,57,0,wasp,7389,50866667,1344,1344,2048
hn-was-5,57,1,wasp,7389,50866667,1977,1977,2048
hn-was-5,57,2,wasp,7389,50866667,1571,1571,2048
hn-was-5,58,0,wasp,7229,52416762,4114,4114,2048
hn-was-5,58,1,wasp,7229,52416762,1891,1891,2048
hn-was-5,59,0,wasp,3891,52601905,1051,1051,2048
hn-was-5,59,2,wasp,3891,52601905,1334,1334,2048
hn-was-5,5,3,wasp,4839,3367009,2609,2609,2048
hn-was-5,6,2,wasp,4552,4850016,1371,1371,2048
hn-was-5,6,3,wasp,4552,4850016,1197,1197,2048
hn-was-5,7,11,wasp,6165,4933548,1068,1068,2048
hn-was-5,8,0,wasp,6647,6383373,1893,1893,2048
hn-was-5,8,1,wasp,6647,6383373,3230,3230,2048
mb-bum1-1,0,0,bumblebee,147106,36100008,6812,6812,2048
mb-bum1-1,0,1,bumblebee,147106,36100008,10026,10026,2048
mb-bum1-1,0,2,bumblebee,147106,36100008,20194,20194,2048
mb-bum1-1,0,3,bumblebee,147106,36100008,14929,14929,2048
mb-bum1-1,0,4,bumblebee,147106,36100008,8739,8739,2048
mb-bum1-1,0,5,bumblebee,147106,36100008,11244,11244,2048
mb-bum1-1,0,6,bumblebee,147106,36100008,20637,20637,2048
mb-bum1-1,0,7,bumblebee,147106,36100008,18701,18701,2048
mb-bum1-1,0,8,bumblebee,147106,36100008,14737,14737,2048
mb-bum1-1,0,9,bumblebee,147106,36100008,6784,6784,2048
mb-bum1-1,0,10,bumblebee,147106,36100008,4350,4350,2048
mb-bum1-1,0,11,bumblebee,147106,36100008,5809,5809,2048
mb-bum1-1,1,0,bumblebee,54827,41400016,16019,16019,2048
mb-bum1-1,1,1,bumblebee,54827,41400016,18610,18610,2048
mb-bum1-1,1,2,bumblebee,54827,41400016,8306,8306,2048
mb-bum1-1,1,3,bumblebee,54827,41400016,8200,8200,2048
mb-bum1-1,2,0,bumblebee,96778,49683393,6047,6047,2048
mb-bum1-1,2,1,bumblebee,96778,49683393,8333,8333,2048
mb-bum1-1,2,2,bumblebee,96778,49683393,7698,7698,2048
mb-bum1-1,2,3,bumblebee,96778,49683393,4319,4319,2048
mb-bum1-1,2,4,bumblebee,96778,49683393,10409,10409,2048
mb-bum1-1,2,5,bumblebee,96778,49683393,8557,8557,2048
mb-bum1-1,2,6,bumblebee,96778,49683393,19744,19744,2048
mb-bum1-1,2,7,bumblebee,96778,49683393,23688,23688,2048
mb-bum1-1,3,0,bumblebee,390867,51716671,24312,24312,2048
mb-bum1-1,3,1,bumblebee,390867,51716671,12576,12576,2048
mb-bum1-1,3,2,bumblebee,390867,51716671,9601,9601,2048
mb-bum1-1,3,3,bumblebee,390867,51716671,17719,17719,2048
mb-bum1-1,3,4,bumblebee,390867,51716671,41230,41230,2048
mb-bum1-1,3,5,bumblebee,390867,51716671,22849,22849,2048
mb-bum1-1,3,6,bumblebee,390867,51716671,20490,20490,2048
mb-bum1-1,3,7,bumblebee,390867,51716671,15858,15858,2048
mb-bum1-1,3,8,bumblebee,390867,51716671,11948,11948,2048
mb-bum1-1,3,9,bumblebee,390867,51716671,14692,14692,2048
mb-bum1-1,3,10,bumblebee,390867,51716671,20180,20180,2048
mb-bum1-1,3,11,bumblebee,390867,51716671,33228,33228,2048
mb-bum1-1,3,12,bumblebee,390867,51716671,27578,27578,2048
mb-bum1-1,3,13,bumblebee,390867,51716671,36270,36270,2048
mb-bum1-1,3,14,bumblebee,390867,51716671,34669,34669,2048
mb-bum1-1,3,15,bumblebee,390867,51716671,39380,39380,2048
mb-bum1-2,0,0,bumblebee,75974,16916707,5456,5456,2048
mb-bum1-2,0,1,bumblebee,75974,16916707,8041,8041,2048
mb-bum1-2,0,2,bumblebee,75974,16916707,9832,9832,2048
mb-bum1-2,0,3,bumblebee,75974,16916707,11662,11662,2048
mb-bum1-2,0,4,bumblebee,75974,16916707,7560,7560,2048
mb-bum1-2,0,5,bumblebee,75974,16916707,6968,6968,2048
mb-bum1-2,0,6,bumblebee,75974,16916707,5219,5219,2048
mb-bum1-2,0,7,bumblebee,75974,16916707,3899,3899,2048
mb-bum1-2,0,8,bumblebee,75974,16916707,5499,5499,2048
mb-bum1-2,0,9,bumblebee,75974,16916707,6178,6178,2048
mb-bum1-2,0,10,bumblebee,75974,16916707,5342,5342,2048
mb-bum1-2,1,0,bumblebee,87314,25600028,7889,7889,2048
mb-bum1-2,1,1,bumblebee,87314,25600028,15651,15651,2048
mb-bum1-2,1,2,bumblebee,87314,25600028,30139,30139,2048
mb-bum1-2,1,3,bumblebee,87314,25600028,12525,12525,2048
mb-bum1-2,1,4,bumblebee,87314,25600028,8488,8488,2048
mb-bum1-3,0,0,bumblebee,73257,36916723,10584,10584,2048
mb-bum1-3,0,1,bumblebee,73257,36916723,9483,9483,2048
mb-bum1-3,0,2,bumblebee,73257,36916723,12467,12467,2048
mb-bum1-3,0,3,bumblebee,73257,36916723,23010,23010,2048
mb-bum1-3,0,4,bumblebee,73257,36916723,14321,14321,2048
mb-bum1-3,1,0,bumblebee,115303,59283375,7282,7282,2048
mb-bum1-3,1,1,bumblebee,115303,59283375,8483,8483,2048
mb-bum1-3,1,2,bumblebee,115303,59283375,15028,15028,2048
mb-bum1-3,1,3,bumblebee,115303,59283375,23164,23164,2048
mb-bum1-3,1,4,bumblebee,115303,59283375,31346,31346,2048
mb-bum1-3,1,5,bumblebee,115303,59283375,15747,15747,2048
mb-bum1-4,1,0,bumblebee,57487,8426,16288,16288,2048
mb-bum1-4,1,1,bumblebee,57487,8426,10645,10645,2048
mb-bum1-4,1,2,bumblebee,57487,8426,10647,10647,2048
mb-bum1-4,1,3,bumblebee,57487,8426,8807,8807,2048
mb-bum1-4,1,4,bumblebee,57487,8426,6725,6725,2048
mb-bum1-4,2,0,bumblebee,62256,6983419,11565,11565,2048
mb-bum1-4,2,1,bumblebee,62256,6983419,8485,8485,2048
mb-bum1-4,2,2,bumblebee,62256,6983419,22180,22180,2048
mb-bum1-4,2,3,bumblebee,62256,6983419,17820,17820,2048
mb-bum1-4,3,0,bumblebee,201747,7683334,19535,19535,2048
mb-bum1-4,3,1,bumblebee,201747,7683334,22292,22292,2048
mb-bum1-4,3,2,bumblebee,201747,7683334,21163,21163,2048
mb-bum1-4,3,3,bumblebee,201747,7683334,41603,41603,2048
mb-bum1-4,3,4,bumblebee,201747,7683334,42701,42701,2048
mb-bum1-4,3,5,bumblebee,201747,7683334,28595,28595,2048
mb-bum1-4,3,6,bumblebee,201747,7683334,24754,24754,2048
mb-bum1-4,4,0,bumblebee,194232,10733334,60497,60497,2048
mb-bum1-4,4,1,bumblebee,194232,10733334,98678,98678,2048
mb-bum1-4,5,0,bumblebee,224673,16116822,4013,4013,2048
mb-bum1-4,5,1,bumblebee,224673,16116822,10154,10154,2048
mb-bum1-4,5,2,bumblebee,224673,16116822,10893,10893,2048
mb-bum1-4,5,3,bumblebee,224673,16116822,18074,18074,2048
mb-bum1-4,5,4,bumblebee,224673,16116822,7218,7218,2048
mb-bum1-4,5,5,bumblebee,224673,16116822,6977,6977,2048
mb-bum1-4,5,6,bumblebee,224673,16116822,7912,7912,2048
mb-bum1-4,5,7,bumblebee,224673,16116822,21552,21552,2048
mb-bum1-4,5,8,bumblebee,224673,16116822,48536,48536,2048
mb-bum1-4,5,9,bumblebee,224673,16116822,61914,61914,2048
mb-bum1-5,0,0,bumblebee,100522,41716688,24183,24183,2048
mb-bum1-5,0,1,bumblebee,100522,41716688,20480,20480,2048
mb-bum1-5,0,2,bumblebee,100522,41716688,20075,20075,2048
mb-bum1-5,0,3,bumblebee,100522,41716688,10996,10996,2048
mb-bum1-5,0,4,bumblebee,100522,41716688,10332,10332,2048
mb-bum1-5,0,5,bumblebee,100522,41716688,9044,9044,2048
mb-bum1-5,0,6,bumblebee,100522,41716688,3934,3934,2048
mb-bum1-5,2,0,bumblebee,20300,45400121,4284,4284,2048
mb-bum1-5,2,1,bumblebee,20300,45400121,3112,3112,2048
mb-bum1-5,2,2,bumblebee,20300,45400121,5091,5091,2048
mb-bum1-5,2,3,bumblebee,20300,45400121,3413,3413,2048
mb-bum1-5,2,4,bumblebee,20300,45400121,4083,4083,2048
mb-bum1-5,3,0,bumblebee,128003,49183348,4058,4058,2048
mb-bum1-5,3,1,bumblebee,128003,49183348,4243,4243,2048
mb-bum1-5,3,2,bumblebee,128003,49183348,5077,5077,2048
mb-bum1-5,3,3,bumblebee,128003,49183348,6808,6808,2048
mb-bum1-5,3,4,bumblebee,128003,49183348,4167,4167,2048
mb-bum1-5,3,5,bumblebee,128003,49183348,5497,5497,2048
mb-bum1-5,3,6,bumblebee,128003,49183348,7896,7896,2048
mb-bum1-5,3,7,bumblebee,128003,49183348,9666,9666,2048
mb-bum1-5,3,8,bumblebee,128003,49183348,7363,7363,2048
mb-bum1-5,3,9,bumblebee,128003,49183348,12500,12500,2048
mb-bum1-5,3,10,bumblebee,128003,49183348,14843,14843,2048
mb-bum1-5,3,11,bumblebee,128003,49183348,16233,16233,2048
mb-bum1-5,3,12,bumblebee,128003,49183348,11466,11466,2048
mb-bum1-5,3,13,bumblebee,128003,49183348,10086,10086,2048
mb-bum1-5,4,0,bumblebee,28882,49883786,9154,9154,2048
mb-bum1-5,4,1,bumblebee,28882,49883786,9494,9494,2048
mb-bum1-5,4,2,bumblebee,28882,49883786,7191,7191,2048
mb-bum1-5,5,0,bumblebee,94152,57583339,11588,11588,2048
mb-bum1-5,5,1,bumblebee,94152,57583339,24887,24887,2048
mb-bum1-5,5,2,bumblebee,94152,57583339,17645,17645,2048
mb-bum1-5,5,3,bumblebee,94152,57583339,10345,10345,2048
mb-bum1-5,5,4,bumblebee,94152,57583339,10967,10967,2048
mb-bum1-5,5,5,bumblebee,94152,57583339,7603,7603,2048
mb-bum1-5,5,6,bumblebee,94152,57583339,10063,10063,2048
mb-bum1-5,6,0,bumblebee,7405,49000074,1692,1692,2048
mb-bum1-5,6,1,bumblebee,7405,49000074,2268,2268,2048
mb-bum1-5,6,2,bumblebee,7405,49000074,1830,1830,2048
mb-bum2-1,0,0,bumblebee,70740,1900101,9143,9143,2048
mb-bum2-1,0,1,bumblebee,70740,1900101,7306,7306,2048
mb-bum2-1,0,2,bumblebee,70740,1900101,10428,10428,2048
mb-bum2-1,0,3,bumblebee,70740,1900101,29839,29839,2048
mb-bum2-1,0,4,bumblebee,70740,1900101,11198,11198,2048
mb-bum2-1,10,0,bumblebee,77989,21100003,13003,13003,2048
mb-bum2-1,10,1,bumblebee,77989,21100003,7570,7570,2048
mb-bum2-1,10,2,bumblebee,77989,21100003,9079,9079,2048
mb-bum2-1,10,3,bumblebee,77989,21100003,8691,8691,2048
mb-bum2-1,10,4,bumblebee,77989,21100003,7431,7431,2048
mb-bum2-1,10,5,bumblebee,77989,21100003,8147,8147,2048
mb-bum2-1,10,6,bumblebee,77989,21100003,7625,7625,2048
mb-bum2-1,10,7,bumblebee,77989,21100003,8540,8540,2048
mb-bum2-1,10,8,bumblebee,77989,21100003,6322,6322,2048
mb-bum2-1,11,0,bumblebee,44660,24183334,4131,4131,2048
mb-bum2-1,11,1,bumblebee,44660,24183334,2572,2572,2048
mb-bum2-1,11,2,bumblebee,44660,24183334,6096,6096,2048
mb-bum2-1,11,3,bumblebee,44660,24183334,4151,4151,2048
mb-bum2-1,11,4,bumblebee,44660,24183334,11218,11218,2048
mb-bum2-1,11,5,bumblebee,44660,24183334,11553,11553,2048
mb-bum2-1,12,0,bumblebee,11535,24716734,2566,2566,2048
mb-bum2-1,12,1,bumblebee,11535,24716734,3326,3326,2048
mb-bum2-1,12,2,bumblebee,11535,24716734,3171,3171,2048
mb-bum2-1,12,3,bumblebee,11535,24716734,1780,1780,2048
mb-bum2-1,13,0,bumblebee,59052,25533486,7371,7371,2048
mb-bum2-1,13,1,bumblebee,59052,25533486,8088,8088,2048
mb-bum2-1,13,2,bumblebee,59052,25533486,5495,5495,2048
mb-bum2-1,13,3,bumblebee,59052,25533486,3910,3910,2048
mb-bum2-1,13,4,bumblebee,59052,25533486,3467,3467,2048
mb-bum2-1,13,5,bumblebee,59052,25533486,8312,8312,2048
mb-bum2-1,13,6,bumblebee,59052,25533486,11646,11646,2048
mb-bum2-1,13,7,bumblebee,59052,25533486,6258,6258,2048
mb-bum2-1,13,8,bumblebee,59052,25533486,4299,4299,2048
mb-bum2-1,14,0,bumblebee,61772,27883360,5021,5021,2048
mb-bum2-1,14,1,bumblebee,61772,27883360,7371,7371,2048
mb-bum2-1,14,2,bumblebee,61772,27883360,6480,6480,2048
mb-bum2-1,14,3,bumblebee,61772,27883360,7471,7471,2048
mb-bum2-1,14,4,bumblebee,61772,27883360,12023,12023,2048
mb-bum2-1,14,5,bumblebee,61772,27883360,9226,9226,2048
mb-bum2-1,14,6,bumblebee,61772,27883360,8873,8873,2048
mb-bum2-1,15,0,bumblebee,14810,29783338,5141,5141,2048
mb-bum2-1,15,1,bumblebee,14810,29783338,2323,2323,2048
mb-bum2-1,15,2,bumblebee,14810,29783338,4880,4880,2048
mb-bum2-1,15,3,bumblebee,14810,29783338,2373,2373,2048
mb-bum2-1,16,0,bumblebee,21735,29183385,2236,2236,2048
mb-bum2-1,16,1,bumblebee,21735,29183385,2223,2223,2048
mb-bum2-1,16,2,bumblebee,21735,29183385,2736,2736,2048
mb-bum2-1,16,3,bumblebee,21735,29183385,1710,1710,2048
mb-bum2-1,16,4,bumblebee,21735,29183385,2385,2385,2048
mb-bum2-1,16,5,bumblebee,21735,29183385,2004,2004,2048
mb-bum2-1,16,6,bumblebee,21735,29183385,1258,1258,2048
mb-bum2-1,16,7,bumblebee,21735,29183385,2297,2297,2048
mb-bum2-1,16,8,bumblebee,21735,29183385,2431,2431,2048
mb-bum2-1,16,9,bumblebee,21735,29183385,1109,1109,2048
mb-bum2-1,17,0,bumblebee,35161,31283360,11234,11234,2048
mb-bum2-1,17,1,bumblebee,35161,31283360,11873,11873,2048
mb-bum2-1,17,2,bumblebee,35161,31283360,11248,11248,2048
mb-bum2-1,18,0,bumblebee,21273,37666748,4241,4241,2048
mb-bum2-1,18,1,bumblebee,21273,37666748,2224,2224,2048
mb-bum2-1,18,2,bumblebee,21273,37666748,1456,1456,2048
mb-bum2-1,18,3,bumblebee,21273,37666748,1813,1813,2048
mb-bum2-1,18,5,bumblebee,21273,37666748,1711,1711,2048
mb-bum2-1,18,6,bumblebee,21273,37666748,2935,2935,2048
mb-bum2-1,18,7,bumblebee,21273,37666748,1808,1808,2048
mb-bum2-1,18,8,bumblebee,21273,37666748,3818,3818,2048
mb-bum2-1,19,0,bumblebee,28658,40666709,5230,5230,2048
mb-bum2-1,19,1,bumblebee,28658,40666709,5575,5575,2048
mb-bum2-1,19,2,bumblebee,28658,40666709,7133,7133,2048
mb-bum2-1,1,0,bumblebee,45199,3383352,1190,1190,2048
mb-bum2-1,1,1,bumblebee,45199,3383352,2264,2264,2048
mb-bum2-1,1,2,bumblebee,45199,3383352,1998,1998,2048
mb-bum2-1,1,3,bumblebee,45199,3383352,1940,1940,2048
mb-bum2-1,1,4,bumblebee,45199,3383352,2283,2283,2048
mb-bum2-1,1,5,bumblebee,45199,3383352,2349,2349,2048
mb-bum2-1,1,6,bumblebee,45199,3383352,1720,1720,2048
mb-bum2-1,1,7,bumblebee,45199,3383352,1324,1324,2048
mb-bum2-1,1,8,bumblebee,45199,3383352,1766,1766,2048
mb-bum2-1,1,9,bumblebee,45199,3383352,3972,3972,2048
mb-bum2-1,1,10,bumblebee,45199,3383352,1581,1581,2048
mb-bum2-1,1,11,bumblebee,45199,3383352,1031,1031,2048
mb-bum2-1,1,12,bumblebee,45199,3383352,2677,2677,2048
mb-bum2-1,1,13,bumblebee,45199,3383352,4482,4482,2048
mb-bum2-1,1,14,bumblebee,45199,3383352,3774,3774,2048
mb-bum2-1,1,15,bumblebee,45199,3383352,6087,6087,2048
mb-bum2-1,1,16,bumblebee,45199,3383352,4524,4524,2048
mb-bum2-1,20,0,bumblebee,39646,46000020,4078,4078,2048
mb-bum2-1,20,1,bumblebee,39646,46000020,4796,4796,2048
mb-bum2-1,20,2,bumblebee,39646,46000020,6719,6719,2048
mb-bum2-1,20,3,bumblebee,39646,46000020,12490,12490,2048
mb-bum2-1,20,4,bumblebee,39646,46000020,8371,8371,2048
mb-bum2-1,21,0,bumblebee,17538,32800057,2401,2401,2048
mb-bum2-1,21,1,bumblebee,17538,32800057,1690,1690,2048
mb-bum2-1,21,2,bumblebee,17538,32800057,2567,2567,2048
mb-bum2-1,21,3,bumblebee,17538,32800057,7724,7724,2048
mb-bum2-1,21,4,bumblebee,17538,32800057,3035,3035,2048
mb-bum2-1,22,0,bumblebee,22259,42250001,1845,1845,2048
mb-bum2-1,22,1,bumblebee,22259,42250001,1257,1257,2048
mb-bum2-1,22,2,bumblebee,22259,42250001,1925,1925,2048
mb-bum2-1,22,3,bumblebee,22259,42250001,2138,2138,2048
mb-bum2-1,22,4,bumblebee,22259,42250001,1333,1333,2048
mb-bum2-1,22,5,bumblebee,22259,42250001,1307,1307,2048
mb-bum2-1,22,6,bumblebee,22259,42250001,2061,2061,2048
mb-bum2-1,22,7,bumblebee,22259,42250001,2650,2650,2048
mb-bum2-1,22,8,bumblebee,22259,42250001,2279,2279,2048
mb-bum2-1,22,9,bumblebee,22259,42250001,1734,1734,2048
mb-bum2-1,22,11,bumblebee,22259,42250001,1176,1176,2048
mb-bum2-1,2,0,bumblebee,27372,3550004,1446,1446,2048
mb-bum2-1,2,1,bumblebee,27372,3550004,2063,2063,2048
mb-bum2-1,2,2,bumblebee,27372,3550004,2571,2571,2048
mb-bum2-1,2,3,bumblebee,27372,3550004,1370,1370,2048
mb-bum2-1,2,4,bumblebee,27372,3550004,1374,1374,2048
mb-bum2-1,2,5,bumblebee,27372,3550004,1436,1436,2048
mb-bum2-1,2,7,bumblebee,27372,3550004,1839,1839,2048
mb-bum2-1,2,8,bumblebee,27372,3550004,1079,1079,2048
mb-bum2-1,2,9,bumblebee,27372,3550004,1345,1345,2048
mb-bum2-1,2,10,bumblebee,27372,3550004,1776,1776,2048
mb-bum2-1,2,11,bumblebee,27372,3550004,3383,3383,2048
mb-bum2-1,2,12,bumblebee,27372,3550004,2881,2881,2048
mb-bum2-1,2,13,bumblebee,27372,3550004,2268,2268,2048
mb-bum2-1,3,0,bumblebee,48196,8133337,9347,9347,2048
mb-bum2-1,3,1,bumblebee,48196,8133337,7238,7238,2048
mb-bum2-1,3,2,bumblebee,48196,8133337,11274,11274,2048
mb-bum2-1,3,3,bumblebee,48196,8133337,8639,8639,2048
mb-bum2-1,3,4,bumblebee,48196,8133337,5989,5989,2048
mb-bum2-1,3,5,bumblebee,48196,8133337,2587,2587,2048
mb-bum2-1,4,0,bumblebee,40788,8800013,9220,9220,2048
mb-bum2-1,4,1,bumblebee,40788,8800013,5796,5796,2048
mb-bum2-1,4,2,bumblebee,40788,8800013,5975,5975,2048
mb-bum2-1,4,3,bumblebee,40788,8800013,7906,7906,2048
mb-bum2-1,4,4,bumblebee,40788,8800013,4729,4729,2048
mb-bum2-1,4,5,bumblebee,40788,8800013,4460,4460,2048
mb-bum2-1,5,0,bumblebee,8539,14266730,4654,4654,2048
mb-bum2-1,5,1,bumblebee,8539,14266730,2369,2369,2048
mb-bum2-1,6,0,bumblebee,37993,16300003,4526,4526,2048
mb-bum2-1,6,1,bumblebee,37993,16300003,4145,4145,2048
mb-bum2-1,6,2,bumblebee,37993,16300003,5327,5327,2048
mb-bum2-1,6,3,bumblebee,37993,16300003,4495,4495,2048
mb-bum2-1,6,4,bumblebee,37993,16300003,4048,4048,2048
mb-bum2-1,6,5,bumblebee,37993,16300003,3421,3421,2048
mb-bum2-1,6,6,bumblebee,37993,16300003,2670,2670,2048
mb-bum2-1,6,7,bumblebee,37993,16300003,2324,2324,2048
mb-bum2-1,6,8,bumblebee,37993,16300003,2220,2220,2048
mb-bum2-1,6,9,bumblebee,37993,16300003,2039,2039,2048
mb-bum2-1,6,10,bumblebee,37993,16300003,2273,2273,2048
mb-bum2-1,7,0,bumblebee,124779,16316685,8950,8950,2048
mb-bum2-1,7,1,bumblebee,124779,16316685,5116,5116,2048
mb-bum2-1,7,2,bumblebee,124779,16316685,9150,9150,2048
mb-bum2-1,7,3,bumblebee,124779,16316685,10776,10776,2048
mb-bum2-1,7,4,bumblebee,124779,16316685,7234,7234,2048
mb-bum2-1,7,5,bumblebee,124779,16316685,8539,8539,2048
mb-bum2-1,7,6,bumblebee,124779,16316685,10457,10457,2048
mb-bum2-1,7,7,bumblebee,124779,16316685,11677,11677,2048
mb-bum2-1,7,8,bumblebee,124779,16316685,15248,15248,2048
mb-bum2-1,7,9,bumblebee,124779,16316685,15993,15993,2048
mb-bum2-1,7,10,bumblebee,124779,16316685,10769,10769,2048
mb-bum2-1,8,1,bumblebee,39149,20233903,2306,2306,2048
mb-bum2-1,8,2,bumblebee,39149,20233903,1555,1555,2048
mb-bum2-1,8,3,bumblebee,39149,20233903,5210,5210,2048
mb-bum2-1,8,4,bumblebee,39149,20233903,5017,5017,2048
mb-bum2-1,8,5,bumblebee,39149,20233903,3033,3033,2048
mb-bum2-1,8,6,bumblebee,39149,20233903,4120,4120,2048
mb-bum2-1,8,7,bumblebee,39149,20233903,5022,5022,2048
mb-bum2-1,8,8,bumblebee,39149,20233903,6107,6107,2048
mb-bum2-1,8,9,bumblebee,39149,20233903,4008,4008,2048
mb-bum2-1,9,0,bumblebee,18776,19118886,1220,1220,2048
mb-bum2-1,9,1,bumblebee,18776,19118886,1058,1058,2048
mb-bum2-1,9,3,bumblebee,18776,19118886,1033,1033,2048
mb-bum2-1,9,4,bumblebee,18776,19118886,2349,2349,2048
mb-bum2-1,9,5,bumblebee,18776,19118886,2548,2548,2048
mb-bum2-1,9,6,bumblebee,18776,19118886,2796,2796,2048
mb-bum2-1,9,7,bumblebee,18776,19118886,3545,3545,2048
mb-bum2-2,0,0,bee,7919,9595,1512,1512,2048
mb-bum2-2,0,1,bee,7919,9595,2455,2455,2048
mb-bum2-2,0,2,bee,7919,9595,1100,1100,2048
mb-bum2-2,0,3,bee,7919,9595,1112,1112,2048
mb-bum2-2,10,11,insect,17851,15400098,1234,1234,2048
mb-bum2-2,10,24,insect,17851,15400098,1052,1052,2048
mb-bum2-2,10,26,insect,17851,15400098,1032,1032,2048
mb-bum2-2,11,0,insect,25393,14854309,13571,13571,2048
mb-bum2-2,11,1,insect,25393,14854309,4421,4421,2048
mb-bum2-2,11,2,insect,25393,14854309,3142,3142,2048
mb-bum2-2,11,3,insect,25393,14854309,3202,3202,2048
mb-bum2-2,29,1,bee,32634,17917738,2441,2441,2048
mb-bum2-2,29,2,bee,32634,17917738,1970,1970,2048
mb-bum2-2,29,3,bee,32634,17917738,4749,4749,2048
mb-bum2-2,29,4,bee,32634,17917738,4102,4102,2048
mb-bum2-2,29,5,bee,32634,17917738,3118,3118,2048
mb-bum2-2,29,6,bee,32634,17917738,2605,2605,2048
mb-bum2-2,29,7,bee,32634,17917738,1694,1694,2048
mb-bum2-2,29,8,bee,32634,17917738,4418,4418,2048
mb-bum2-2,29,9,bee,32634,17917738,5070,5070,2048
mb-bum2-2,2,1,bumblebee,34790,267561,1226,1226,2048
mb-bum2-2,2,2,bumblebee,34790,267561,1728,1728,2048
mb-bum2-2,2,3,bumblebee,34790,267561,1336,1336,2048
mb-bum2-2,2,4,bumblebee,34790,267561,1043,1043,2048
mb-bum2-2,2,5,bumblebee,34790,267561,1028,1028,2048
mb-bum2-2,2,6,bumblebee,34790,267561,1087,1087,2048
mb-bum2-2,2,7,bumblebee,34790,267561,2133,2133,2048
mb-bum2-2,2,8,bumblebee,34790,267561,3705,3705,2048
mb-bum2-2,2,9,bumblebee,34790,267561,3494,3494,2048
mb-bum2-2,2,10,bumblebee,34790,267561,7403,7403,2048
mb-bum2-2,2,11,bumblebee,34790,267561,1471,1471,2048
mb-bum2-2,2,12,bumblebee,34790,267561,1361,1361,2048
mb-bum2-2,2,13,bumblebee,34790,267561,2657,2657,2048
mb-bum2-2,2,14,bumblebee,34790,267561,3321,3321,2048
mb-bum2-2,30,0,bee,36272,18418066,1129,1129,2048
mb-bum2-2,30,1,bee,36272,18418066,1106,1106,2048
mb-bum2-2,30,6,bee,36272,18418066,3781,3781,2048
mb-bum2-2,30,7,bee,36272,18418066,3362,3362,2048
mb-bum2-2,30,9,bee,36272,18418066,1393,1393,2048
mb-bum2-2,30,10,bee,36272,18418066,1997,1997,2048
mb-bum2-2,30,11,bee,36272,18418066,2657,2657,2048
mb-bum2-2,30,12,bee,36272,18418066,1593,1593,2048
mb-bum2-2,30,13,bee,36272,18418066,2156,2156,2048
mb-bum2-2,30,14,bee,36272,18418066,1679,1679,2048
mb-bum2-2,30,15,bee,36272,18418066,1408,1408,2048
mb-bum2-2,30,19,bee,36272,18418066,1217,1217,2048
mb-bum2-2,30,20,bee,36272,18418066,1940,1940,2048
mb-bum2-2,30,21,bee,36272,18418066,1146,1146,2048
mb-bum2-2,30,22,bee,36272,18418066,1537,1537,2048
mb-bum2-2,30,27,bee,36272,18418066,1176,1176,2048
mb-bum2-2,32,0,insect,25270,23433386,4006,4006,2048
mb-bum2-2,32,1,insect,25270,23433386,8319,8319,2048
mb-bum2-2,32,2,insect,25270,23433386,4108,4108,2048
mb-bum2-2,33,0,bumblebee,25987,25450519,1045,1045,2048
mb-bum2-2,33,1,bumblebee,25987,25450519,1811,1811,2048
mb-bum2-2,33,2,bumblebee,25987,25450519,3051,3051,2048
mb-bum2-2,33,3,bumblebee,25987,25450519,3033,3033,2048
mb-bum2-2,33,4,bumblebee,25987,25450519,4405,4405,2048
mb-bum2-2,33,5,bumblebee,25987,25450519,4384,4384,2048
